,index,Receivables Turnover,dso,payables_turnover,days_of_payables,working_capital_turnover,total_asset_turnover,Current Ratio,quick_ratio,cash_ratio,Defensive Interval Ratio,Debt to Assets ratio,Debt to Capital Ratio,Debt to Equity,Financial Leverage Ratio,Interest Coverage,Gross Profit Margin,Operating Profit Margin,Pretax Margin,Operating ROA,Net Profit Margin,ROA,ROE,Return on Total Capital,cash flow per share,P/E Ratio,P/S Ratio,P/BV Ratio
0,2023-12-31,22.507881228896323,16.216541943157296,5.167866478424356,70.62875976456841,-19.55364964943897,1.600232528097145,0.7918610051083248,0.7705998748157571,0.5558079431421244,246.059411099728,0.22847069998538652,0.41335025414262394,0.6564401279913471,3.057880893675995,9.968576709796674,0.2447594598812772,0.08707234770815506,0.08707234770815506,0.13933600310037464,0.06022517504345814,0.08176603828730089,0.25216323403488217,0.21387638555650296,31.58243478763948,37.389553,0.565812655384785,2137639605.9782908
1,2022-12-31,19.633390366882182,18.59077791351238,4.505570388179874,81.01083071691839,-17.056444929690482,1.3958661671618653,0.7739950917220435,0.7727400069477908,0.5746047043266806,254.32788690837071,0.23452107201725647,0.4255917869936113,0.7491513655300108,3.057880893675995,13.59225621414914,0.24560867714291001,0.08771848643579445,0.08771848643579445,0.12244326745037247,0.062067731566315607,0.08188681549012027,0.25870493236640435,0.2100151408840799,28.472866590232567,37.389553,0.565812655384785,2137639605.9782908
2,2021-12-31,17.418772617839892,20.954404079319325,4.016289483125754,90.87990333703033,-15.132502861051552,1.2384145028635405,0.7888162264343739,0.7599499310274358,0.5783732692995452,246.05171026840847,0.21678463379923282,0.39064052376383074,0.8119147157190636,3.057880893675995,14.439759036144578,0.2421861145978574,0.0833457928977006,0.0833457928977006,0.1032166386771735,0.060101461419973086,0.08145387029584461,0.24087235228539577,0.2035444069869144,24.275710075004437,37.389553,0.565812655384785,2137639605.9782908
3,2020-12-31,15.574156231546114,23.43626162300061,3.5055936854955574,104.11931123398372,-13.5299982899462,1.10726865607372,0.7417564208782105,0.6845070422535211,0.5067937033968517,209.66384314997856,0.22032145735443942,0.3989335340222838,0.8896336901253608,3.057880893675995,13.472639807576668,0.26055743735926984,0.08713118483633493,0.08713118483633493,0.09647762993583947,0.05990098817380348,0.07807328335588908,0.23519262188697684,0.2056296921749665,24.092091268099555,37.389553,0.565812655384785,2137639605.9782908
